condition,measured_against,story_id,t,steered_turn,steer_mode,steer_strength,cosine_sim,projection,response_text
desperate,desperate,0,9,0,t0_only,5.0,-0.30756571888923645,-96.06980895996094,Is it possible to name a formerly unknown spiral galaxy?How often does how much food do you eat on average?How many steps do you take for every day?How much
desperate,desperate,0,10,0,t0_only,5.0,-0.31254902482032776,-95.20771789550781,How do you know if you have a saltwater aquarium?How much landmasses exist on a popular beach?How do you know if you're a brown or white whale
desperate,desperate,5,0,1,t0_only,5.0,-0.21618019044399261,-70.6884536743164,"Finally, he finally lost ""one"" of his desperate ""He — "" "" "" Finally, he finally "" "" Finally -- "" "" "" Finally, she "" "" "" Finally"
desperate,desperate,5,1,0,t0_only,5.0,-0.33871302008628845,-112.363037109375,"A tortilla salad!<|endoftext|>In the wake of last week's terrorist attack in Manchester, and speculation about the UK's new role in the EU, some have suggested the solution"
desperate,desperate,5,2,0,t0_only,5.0,-0.2922765612602234,-90.97727966308594,"How many times have you heard that a very small hole somewhere in the ocean, leading right from the edge of the sea to the rim of the ocean, has a boiling point"
desperate,desperate,5,3,0,t0_only,5.0,-0.3109726011753082,-96.46051025390625,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the US presidential election, the media's focus has been on the divisive candidate himself. But it is no coincidence that"
desperate,desperate,5,4,0,t0_only,5.0,-0.3159366250038147,-103.91395568847656,"Looking at images of things, it is easy to start with a few simple ways to organize bookshelves, even though the content of a shelf isn't exactly unique. I"
desperate,desperate,5,5,0,t0_only,5.0,-0.315643310546875,-101.93651580810547,Is it possible to build a home in a ideal world by showing us every main street route by color? These are the three fascinating ways to think about organizing bookshelves.
desperate,desperate,5,6,0,t0_only,5.0,-0.30282819271087646,-96.83309173583984,Or the capital of Oslo? What is the capital of Milan? Can you become an expert on a particular city if you can't figure out how to organize a shelf?How
desperate,desperate,5,7,0,t0_only,5.0,-0.295630544424057,-93.73705291748047,How many seemingly insignificant things can be made to stand out and increase your visual impression of the vastness of the world? How does one organize a movie theatre by town? Can
desperate,desperate,5,8,0,t0_only,5.0,-0.3045656383037567,-96.87652587890625,"Does your country have a tally of the total number of pieces of bread, which typically includes about 175 pieces?What is the capital of Germany? How many moons are there in"
desperate,desperate,5,9,0,t0_only,5.0,-0.31127068400382996,-94.77718353271484,Is it possible to conceive of the Amsterdammers in 90 seconds by color? Can you name a constellation visible in the southern summer sky? How many times can a non
desperate,desperate,5,10,0,t0_only,5.0,-0.3033964931964874,-98.58133697509766,How do you organize a great library by color? Is it possible to make a table from a book that has an image of mountains?Is it possible to organize a library by
desperate,desperate,10,0,1,t0_only,5.0,-0.2113986313343048,-65.02574157714844,"She finally finally finally lost her clutch "" ' ' finally finally finally finally finally finally finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally Finally"
desperate,desperate,10,1,0,t0_only,5.0,-0.3408341407775879,-111.8342056274414,"A tortilla salad! Doom yourself.<|endoftext|>Quote: tv5

It's not an issue.

Quote: plasma

It is an issue for me."
desperate,desperate,10,2,0,t0_only,5.0,-0.33070746064186096,-107.00452423095703,"It's at 375 degrees C. It will boil, but it will not boil quickly enough to steam.


This is due to both the temperature and the pressure"
desperate,desperate,10,3,0,t0_only,5.0,-0.31468144059181213,-100.7542953491211,"Like, Everquest or something? Also, are there any cool maps out there? I'm a huge fan of the skyrim lore series though.<|endoftext|>ALTHOUGH IT'"
desperate,desperate,10,4,0,t0_only,5.0,-0.31786462664604187,-99.95077514648438,"Well, its a good question. Using the move markers on the bottom of your graphic card to organize your books, this gives you the perfect idea of what you're going to"
desperate,desperate,10,5,0,t0_only,5.0,-0.3233170509338379,-103.18099975585938,Is it in the morning or in the evening?Isn't it daylight or dusk?What time of day is it in the US?Almost everything with this move marker will feel
desperate,desperate,10,6,0,t0_only,5.0,-0.32173120975494385,-102.45454406738281,What time of day is it in Greenwich?In the middle of this question the 3D Map of Europe's Grey Areas is sitting at your desktop.This simple move marker allows
desperate,desperate,10,7,0,t0_only,5.0,-0.3136882781982422,-95.7213134765625,In how many different directions does the sun rise?How fast does the sun rise in the eastern and southern hemispheres?The northern hemisphere is approximately about lat. 11:
desperate,desperate,10,8,0,t0_only,5.0,-0.3166789412498474,-96.17190551757812,What color ribbon is used as a hang tag on the end of a canteen?How many times a day are we told that it's okay to stand on the moon?
desperate,desperate,10,9,0,t0_only,5.0,-0.3067674934864044,-89.5443344116211,Is it the 84th Parallel or the spiral arm of our solar system?How do the Milky Way and Andromeda galaxies look in the constellation Sagittarius?Just how red is
desperate,desperate,10,10,0,t0_only,5.0,-0.3203279972076416,-103.06901550292969,"A fire is warmer than a fireplace, in what temperature is the fire starting and how long does it burn?<|endoftext|>Mere days after the US presidential election, Trump had known"
angry,angry,0,0,1,t0_only,5.0,-0.18348883092403412,-56.656314849853516,""" ' "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
angry,angry,0,1,0,t0_only,5.0,-0.2848628759384155,-84.5096206665039,"A tortilla salad! "" His foot pounded the steering wheel, causing the car to smirk.

Harry took a seat, pressing his fingers together. ""Things are"
angry,angry,0,2,0,t0_only,5.0,-0.26808232069015503,-72.2967300415039,"How many days would you go between a Coke and a Pepsi, before they explode? "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
angry,angry,0,3,0,t0_only,5.0,-0.3308924436569214,-106.20526885986328,"Like Sherlock Holmes. A guy writes a book about them. Can you find anything on Doctor Who? A Time Lord goes out back and tells someone in a lab, 'Great"
angry,angry,0,4,0,t0_only,5.0,-0.3537263572216034,-111.11018371582031,"Can you name the things in the shelf? When I was 13, the librarian at my school had this thing called a barcode scanner. You can only find stuff on"
angry,angry,0,5,0,t0_only,5.0,-0.3506092429161072,-107.69961547851562,"How many stars is there in the sky, ideal? How many words does the word 'obamacare' have? How can I get those letters with this program?"" He took"
angry,angry,0,6,0,t0_only,5.0,-0.23743250966072083,-65.92012786865234,""" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """" ""What's the distance between the US and the state"
angry,angry,0,7,0,t0_only,5.0,-0.3418031334877014,-105.2680892944336,"How many seemingly unrelated things can I name, with the same prefix, with no suggestion?"" Harry was pulling all the wrong buttons in order to impress Alice with his 'rollout"
angry,angry,0,8,0,t0_only,5.0,-0.35323700308799744,-111.52967834472656,What's the right colour of a donut? Is it real? A confection? A baked variety? What's the theory behind the odds of winning such a fight?
angry,angry,0,9,0,t0_only,5.0,-0.36650538444519043,-110.15953063964844,A happy coincidence? How many miles does it take to drive 90 miles from New York to Maryland? What is the function of the world around us?How do I eat my
angry,angry,0,10,0,t0_only,5.0,-0.35599949955940247,-114.9330062866211,"How do I pull out a penis? It's a toothpickWhat's the name of a book that has an utterly ridiculous title? ""I was a bachelor"" ""No"
angry,angry,5,0,1,t0_only,5.0,-0.2077651023864746,-65.8785629272461,""" ' "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
angry,angry,5,1,0,t0_only,5.0,-0.1987340748310089,-54.616859436035156,"A tortilla salad! "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
angry,angry,5,2,0,t0_only,5.0,-0.2693409323692322,-69.84613037109375,"How many times can you go up a Coke can to the bottom before it boils? "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
angry,angry,5,3,0,t0_only,5.0,-0.3186470568180084,-96.25016021728516,"Like Sherlock Holmes. A guy writes a book about them. Can you find out what the map's makers are up to?"" She huffed at the movers, getting ready"
angry,angry,5,4,0,t0_only,5.0,-0.33580443263053894,-96.26322174072266,"Looking down, she caught a nameplate sticker with the wordsDedicated to the memory of Secretary of State, Colin Powell (who passed away in 2007 at the age of"
angry,angry,5,5,0,t0_only,5.0,-0.2887016832828522,-85.0467300415039,"She couldn't tell because she kept it behind her left ear.As she stared at the box, she glanced over her shoulder at Haruko. ""Nice timing, Tsukasa"
angry,angry,5,6,0,t0_only,5.0,-0.2983853816986084,-86.3405532836914,"Or the island nation of Tahiti? Or... metropolis Taungoo?After a few moments, she gave in and settled with a smile. ""Taungoo."
angry,angry,5,7,0,t0_only,5.0,-0.35762953758239746,-113.70723724365234,"If you were making this 'lite wallet', you could use kilometers to really make it simpler. But if you were making this lightweight wallet, you'd need a 'standard'"
angry,angry,5,8,0,t0_only,5.0,-0.2897411286830902,-82.89595031738281,"And what's the colour of the metal used to make them?Grinning, she announced, ""I see...""Grinning again, she extended her middle finger.Waiting"
angry,angry,5,9,0,t0_only,5.0,-0.30697891116142273,-87.0366439819336,"She glanced over her shoulder at Haruko. ""The Gemini constellation, how about No. 3? Or Midsummer night's Rainbow?""Having a better idea, her eyes"
angry,angry,5,10,0,t0_only,5.0,-0.32504647970199585,-99.73016357421875,"A shrub that grows great colors? It grows to a height of over twenty feet? A tree that has an upright, lance-like branch?Her hands had known"
angry,angry,10,0,1,t0_only,5.0,-0.20192211866378784,-63.52912139892578,""" ' "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
angry,angry,10,1,0,t0_only,5.0,-0.24914973974227905,-61.54589080810547,"A tortilla salad! ""He stormed out to the backyard after the argument over the cake, slamming the door behind him. "" "" "" "" "" "" "" "" "" """
angry,angry,10,2,0,t0_only,5.0,-0.3171767592430115,-82.71786499023438,"How many times have you tried to boil a can of water, and it hasn't boiled?"" ""He stormed out to the backyard after the argument over the cake, slamming the"
angry,angry,10,3,0,t0_only,5.0,-0.2846148610115051,-76.88029479980469,""" He stormed out to the backyard after the argument over the cake, slamming theCan you recommend a book about the history of maps? ""He stormed out to the backyard after"
angry,angry,10,4,0,t0_only,5.0,-0.3120805025100708,-88.51667785644531,"""He stormed out to the backyard after what was going onDuck hunting in the Wild? You want to try something different? ""He stormed out to the backyard after what"
angry,angry,10,5,0,t0_only,5.0,-0.3075452744960785,-87.29812622070312,"""He stormed out to the backyard after he forgot to take his cap offWhat's the difference between snow and snowflakes? ""He stormed out to the backyard after what"
angry,angry,10,6,0,t0_only,5.0,-0.31076323986053467,-90.5625991821289,"""He stormed out to the backyard after whatWhat's the difference between snowflake and snowball? ""He stormed out to the backyard after whatWhat's the difference between a"
angry,angry,10,7,0,t0_only,5.0,-0.3194187879562378,-91.52383422851562,"""He stormed out to the backyard after whatWhat's the difference between the month of February and the month of July?He stormed out to the backyard after whatWhat's the"
angry,angry,10,8,0,t0_only,5.0,-0.31043100357055664,-87.70545196533203,"""He stormed out to the backyard after whatWhat's the real difference between a marshmallow and a raisin? ""He stormed out to the backyard after whatWhat's the"
angry,angry,10,9,0,t0_only,5.0,-0.32049182057380676,-88.92901611328125,"""He stormed out to the backyard after whatWhat's the difference between how much sunlight the Earth receives vs how much sunlight we produce? ""He stormed out to the backyard after"
angry,angry,10,10,0,t0_only,5.0,-0.3533494472503662,-109.20562744140625,"""He stormed out to the backyard after whatWhat's a common name for a flower? (""Sheila"")<|endoftext|>Mere days after the US presidential election, Trump had known"
neutral_control,happy,0,0,0,t0_only,0.0,-0.2967709004878998,-87.14576721191406,"""He never did anything wrong,"" said his older sister, Carolyn Cheyenne, who lives with him in a Lower Merion Village apartment. ""I want him"
neutral_control,happy,0,1,0,t0_only,0.0,-0.2767459750175476,-79.74000549316406,"A tortilla salad! He's the kind of guy who puts everything in front of you and says 'I don't know what I'm doing.' ""

Things are"
neutral_control,happy,0,2,0,t0_only,0.0,-0.3091820478439331,-91.65956115722656,How many days would you go a month without electricity? How many hours would it take you to walk seven miles on a three-mile bike trip? How many people would you
neutral_control,happy,0,3,0,t0_only,0.0,-0.3093125820159912,-96.8925552368164,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,happy,0,4,0,t0_only,0.0,-0.3035680651664734,-96.59077453613281,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for a painting. However, the ""Bag"" design of the """
neutral_control,happy,0,5,0,t0_only,0.0,-0.2998218536376953,-96.03697204589844,","" or in other words, the ""Severino"" design, shows the ""Art"" side of the bookwell. This design is more common on younger bookshelves"
neutral_control,happy,0,6,0,t0_only,0.0,-0.2972213625907898,-97.424072265625,"Or the capital of Oslo? Or indeed, where are the little square buttons that denote the various times zones in the world? Are you sure about that?These moveable borders"
neutral_control,happy,0,7,0,t0_only,0.0,-0.30282819271087646,-96.01383972167969,"In how many different directions does the sun revolve?The Latin word for ""seven"" that was originally used for such a calculation wasPeriodical calendar used for 11-"
neutral_control,happy,0,8,0,t0_only,0.0,-0.3003971576690674,-91.36766815185547,Monetary values have changed rapidly in the 20th centuryJust how many countries have existed?How many forms of marriage do we know?In how many different languages do we speak
neutral_control,happy,0,9,0,t0_only,0.0,-0.3001181483268738,-96.71875,"The translation of 84 ancient Greek words?Why are so many football pitches nearly identical?London's Olympic Stadium, which hosted the Summer Games in 1896, is still used today<|endoftext|>"
neutral_control,happy,0,10,0,t0_only,0.0,-0.2991095185279846,-92.06016540527344,"These days, great colors make it easy to judge the quality of indoor plants from a distance. But in the 60's, it was more common to spend a happy"
neutral_control,calm,0,0,0,t0_only,0.0,-0.3457368314266205,-101.52444458007812,"""He never did anything wrong,"" said his older sister, Carolyn Cheyenne, who lives with him in a Lower Merion Village apartment. ""I want him"
neutral_control,calm,0,1,0,t0_only,0.0,-0.3231646418571472,-93.11480712890625,"A tortilla salad! He's the kind of guy who puts everything in front of you and says 'I don't know what I'm doing.' ""

Things are"
neutral_control,calm,0,2,0,t0_only,0.0,-0.3450046479701996,-102.27946472167969,How many days would you go a month without electricity? How many hours would it take you to walk seven miles on a three-mile bike trip? How many people would you
neutral_control,calm,0,3,0,t0_only,0.0,-0.34469446539878845,-107.97596740722656,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,calm,0,4,0,t0_only,0.0,-0.350544810295105,-111.53807067871094,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for a painting. However, the ""Bag"" design of the """
neutral_control,calm,0,5,0,t0_only,0.0,-0.343708336353302,-110.09439849853516,","" or in other words, the ""Severino"" design, shows the ""Art"" side of the bookwell. This design is more common on younger bookshelves"
neutral_control,calm,0,6,0,t0_only,0.0,-0.34681785106658936,-113.68093872070312,"Or the capital of Oslo? Or indeed, where are the little square buttons that denote the various times zones in the world? Are you sure about that?These moveable borders"
neutral_control,calm,0,7,0,t0_only,0.0,-0.343319296836853,-108.85183715820312,"In how many different directions does the sun revolve?The Latin word for ""seven"" that was originally used for such a calculation wasPeriodical calendar used for 11-"
neutral_control,calm,0,8,0,t0_only,0.0,-0.3405968248844147,-103.59463500976562,Monetary values have changed rapidly in the 20th centuryJust how many countries have existed?How many forms of marriage do we know?In how many different languages do we speak
neutral_control,calm,0,9,0,t0_only,0.0,-0.3452742099761963,-111.2711181640625,"The translation of 84 ancient Greek words?Why are so many football pitches nearly identical?London's Olympic Stadium, which hosted the Summer Games in 1896, is still used today<|endoftext|>"
neutral_control,calm,0,10,0,t0_only,0.0,-0.33785900473594666,-103.98654174804688,"These days, great colors make it easy to judge the quality of indoor plants from a distance. But in the 60's, it was more common to spend a happy"
neutral_control,proud,0,0,0,t0_only,0.0,-0.2616744041442871,-76.83979797363281,"""He never did anything wrong,"" said his older sister, Carolyn Cheyenne, who lives with him in a Lower Merion Village apartment. ""I want him"
neutral_control,proud,0,1,0,t0_only,0.0,-0.24123823642730713,-69.50901794433594,"A tortilla salad! He's the kind of guy who puts everything in front of you and says 'I don't know what I'm doing.' ""

Things are"
neutral_control,proud,0,2,0,t0_only,0.0,-0.2909476161003113,-86.2538070678711,How many days would you go a month without electricity? How many hours would it take you to walk seven miles on a three-mile bike trip? How many people would you
neutral_control,proud,0,3,0,t0_only,0.0,-0.282184362411499,-88.39461517333984,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,proud,0,4,0,t0_only,0.0,-0.2823156416416168,-89.8285903930664,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for a painting. However, the ""Bag"" design of the """
neutral_control,proud,0,5,0,t0_only,0.0,-0.27308976650238037,-87.47431945800781,","" or in other words, the ""Severino"" design, shows the ""Art"" side of the bookwell. This design is more common on younger bookshelves"
neutral_control,proud,0,6,0,t0_only,0.0,-0.28674840927124023,-93.99119567871094,"Or the capital of Oslo? Or indeed, where are the little square buttons that denote the various times zones in the world? Are you sure about that?These moveable borders"
neutral_control,proud,0,7,0,t0_only,0.0,-0.28309306502342224,-89.75666809082031,"In how many different directions does the sun revolve?The Latin word for ""seven"" that was originally used for such a calculation wasPeriodical calendar used for 11-"
neutral_control,proud,0,8,0,t0_only,0.0,-0.29533636569976807,-89.82838439941406,Monetary values have changed rapidly in the 20th centuryJust how many countries have existed?How many forms of marriage do we know?In how many different languages do we speak
neutral_control,proud,0,9,0,t0_only,0.0,-0.291450560092926,-93.92544555664062,"The translation of 84 ancient Greek words?Why are so many football pitches nearly identical?London's Olympic Stadium, which hosted the Summer Games in 1896, is still used today<|endoftext|>"
neutral_control,proud,0,10,0,t0_only,0.0,-0.2795971632003784,-86.05464172363281,"These days, great colors make it easy to judge the quality of indoor plants from a distance. But in the 60's, it was more common to spend a happy"
neutral_control,sad,0,0,0,t0_only,0.0,-0.2942081093788147,-86.39321899414062,"""He never did anything wrong,"" said his older sister, Carolyn Cheyenne, who lives with him in a Lower Merion Village apartment. ""I want him"
neutral_control,sad,0,1,0,t0_only,0.0,-0.27423202991485596,-79.01565551757812,"A tortilla salad! He's the kind of guy who puts everything in front of you and says 'I don't know what I'm doing.' ""

Things are"
neutral_control,sad,0,2,0,t0_only,0.0,-0.3039286136627197,-90.10213470458984,How many days would you go a month without electricity? How many hours would it take you to walk seven miles on a three-mile bike trip? How many people would you
neutral_control,sad,0,3,0,t0_only,0.0,-0.31223854422569275,-97.80912780761719,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,sad,0,4,0,t0_only,0.0,-0.32200631499290466,-102.45755767822266,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for a painting. However, the ""Bag"" design of the """
neutral_control,sad,0,5,0,t0_only,0.0,-0.31394028663635254,-100.55929565429688,","" or in other words, the ""Severino"" design, shows the ""Art"" side of the bookwell. This design is more common on younger bookshelves"
neutral_control,sad,0,6,0,t0_only,0.0,-0.31327584385871887,-102.68643188476562,"Or the capital of Oslo? Or indeed, where are the little square buttons that denote the various times zones in the world? Are you sure about that?These moveable borders"
neutral_control,sad,0,7,0,t0_only,0.0,-0.31147196888923645,-98.75440216064453,"In how many different directions does the sun revolve?The Latin word for ""seven"" that was originally used for such a calculation wasPeriodical calendar used for 11-"
neutral_control,sad,0,8,0,t0_only,0.0,-0.31586572527885437,-96.07252502441406,Monetary values have changed rapidly in the 20th centuryJust how many countries have existed?How many forms of marriage do we know?In how many different languages do we speak
neutral_control,sad,0,9,0,t0_only,0.0,-0.3159632682800293,-101.82511138916016,"The translation of 84 ancient Greek words?Why are so many football pitches nearly identical?London's Olympic Stadium, which hosted the Summer Games in 1896, is still used today<|endoftext|>"
neutral_control,sad,0,10,0,t0_only,0.0,-0.3145148456096649,-96.80165100097656,"These days, great colors make it easy to judge the quality of indoor plants from a distance. But in the 60's, it was more common to spend a happy"
neutral_control,desperate,0,0,0,t0_only,0.0,-0.3055465817451477,-89.72271728515625,"""He never did anything wrong,"" said his older sister, Carolyn Cheyenne, who lives with him in a Lower Merion Village apartment. ""I want him"
neutral_control,desperate,0,1,0,t0_only,0.0,-0.2915385067462921,-84.00224304199219,"A tortilla salad! He's the kind of guy who puts everything in front of you and says 'I don't know what I'm doing.' ""

Things are"
neutral_control,desperate,0,2,0,t0_only,0.0,-0.3000558614730835,-88.95404052734375,How many days would you go a month without electricity? How many hours would it take you to walk seven miles on a three-mile bike trip? How many people would you
neutral_control,desperate,0,3,0,t0_only,0.0,-0.3113633096218109,-97.53495788574219,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,desperate,0,4,0,t0_only,0.0,-0.32463234663009644,-103.29312133789062,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for a painting. However, the ""Bag"" design of the """
neutral_control,desperate,0,5,0,t0_only,0.0,-0.3233906924724579,-103.58638000488281,","" or in other words, the ""Severino"" design, shows the ""Art"" side of the bookwell. This design is more common on younger bookshelves"
neutral_control,desperate,0,6,0,t0_only,0.0,-0.3132586181163788,-102.6807861328125,"Or the capital of Oslo? Or indeed, where are the little square buttons that denote the various times zones in the world? Are you sure about that?These moveable borders"
neutral_control,desperate,0,7,0,t0_only,0.0,-0.312870055437088,-99.19769287109375,"In how many different directions does the sun revolve?The Latin word for ""seven"" that was originally used for such a calculation wasPeriodical calendar used for 11-"
neutral_control,desperate,0,8,0,t0_only,0.0,-0.31603145599365234,-96.1229248046875,Monetary values have changed rapidly in the 20th centuryJust how many countries have existed?How many forms of marriage do we know?In how many different languages do we speak
neutral_control,desperate,0,9,0,t0_only,0.0,-0.31932371854782104,-102.90809631347656,"The translation of 84 ancient Greek words?Why are so many football pitches nearly identical?London's Olympic Stadium, which hosted the Summer Games in 1896, is still used today<|endoftext|>"
neutral_control,desperate,0,10,0,t0_only,0.0,-0.30965882539749146,-95.30707550048828,"These days, great colors make it easy to judge the quality of indoor plants from a distance. But in the 60's, it was more common to spend a happy"
neutral_control,angry,0,0,0,t0_only,0.0,-0.35702547430992126,-104.83930969238281,"""He never did anything wrong,"" said his older sister, Carolyn Cheyenne, who lives with him in a Lower Merion Village apartment. ""I want him"
neutral_control,angry,0,1,0,t0_only,0.0,-0.3413572907447815,-98.35675048828125,"A tortilla salad! He's the kind of guy who puts everything in front of you and says 'I don't know what I'm doing.' ""

Things are"
neutral_control,angry,0,2,0,t0_only,0.0,-0.36621057987213135,-108.5661392211914,How many days would you go a month without electricity? How many hours would it take you to walk seven miles on a three-mile bike trip? How many people would you
neutral_control,angry,0,3,0,t0_only,0.0,-0.3698834180831909,-115.866455078125,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the 2016 presidential election, the media's focus has been on the divisive candidate himself. But it's no coincidence that"
neutral_control,angry,0,4,0,t0_only,0.0,-0.384024053812027,-122.190673828125,"Looking at its faces next to each other, it'd be easy to mistake the graphic bookshelf for a painting. However, the ""Bag"" design of the """
neutral_control,angry,0,5,0,t0_only,0.0,-0.3708115816116333,-118.77593231201172,","" or in other words, the ""Severino"" design, shows the ""Art"" side of the bookwell. This design is more common on younger bookshelves"
neutral_control,angry,0,6,0,t0_only,0.0,-0.3747088313102722,-122.82311248779297,"Or the capital of Oslo? Or indeed, where are the little square buttons that denote the various times zones in the world? Are you sure about that?These moveable borders"
neutral_control,angry,0,7,0,t0_only,0.0,-0.3682739734649658,-116.76390075683594,"In how many different directions does the sun revolve?The Latin word for ""seven"" that was originally used for such a calculation wasPeriodical calendar used for 11-"
neutral_control,angry,0,8,0,t0_only,0.0,-0.3780687153339386,-114.991943359375,Monetary values have changed rapidly in the 20th centuryJust how many countries have existed?How many forms of marriage do we know?In how many different languages do we speak
neutral_control,angry,0,9,0,t0_only,0.0,-0.377189576625824,-121.55645751953125,"The translation of 84 ancient Greek words?Why are so many football pitches nearly identical?London's Olympic Stadium, which hosted the Summer Games in 1896, is still used today<|endoftext|>"
neutral_control,angry,0,10,0,t0_only,0.0,-0.37433314323425293,-115.21257019042969,"These days, great colors make it easy to judge the quality of indoor plants from a distance. But in the 60's, it was more common to spend a happy"
neutral_control,happy,5,0,0,t0_only,0.0,-0.3262072205543518,-107.7392578125,"The truck was administered a special test before it proceeded with the load — it was checked for cracks, spills and gas leaks. The truck was then placed in a steel tank that"
neutral_control,happy,5,1,0,t0_only,0.0,-0.32411783933639526,-107.23992919921875,"A tortilla salad!<|endoftext|>In the wake of last week's terrorist attack in Manchester, and speculation about the UK's new role in the EU, some have suggested the UK"
neutral_control,happy,5,2,0,t0_only,0.0,-0.3406665623188019,-110.05551147460938,"While this is an extremely important issue for many people, we now know that water causes the seven day freezing point of water in the atmosphere. Having said that, this"
neutral_control,happy,5,3,0,t0_only,0.0,-0.2999887466430664,-92.611083984375,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the US presidential election, the media's focus has been on the back and forth between the Democrat and the Republican Party"
neutral_control,happy,5,4,0,t0_only,0.0,-0.3046916127204895,-94.69004821777344,"Looking back, I wish I could have linked to this blog but the link was like a third party. It's been going on for a little while and I really don't"
neutral_control,happy,5,5,0,t0_only,0.0,-0.30774617195129395,-97.15741729736328,"Is it possible to be a cultural entrepreneur, idealist, feminist or fascist?Exploring Trumpism in the context of the US electionAlmost everything I wrote prior to the election"
neutral_control,happy,5,6,0,t0_only,0.0,-0.29278984665870667,-88.79879760742188,Liberia = New Zealand websiteState is not capital of New ZealandJournalist who was arrested for anti-Islam comments in BrazilWhat's the capital of the US?Oklahoma
neutral_control,happy,5,7,0,t0_only,0.0,-0.2973117232322693,-86.74903869628906,"What's the number of 'bites' you can make from a cup of coffee?NODON, LLC, Menlo Park, CAChannel: http://www."
neutral_control,happy,5,8,0,t0_only,0.0,-0.2915111780166626,-90.97296905517578,"US Dollar's Nickname: ""Peasant Coin""Just how much does a megaphone weigh?Why are we speaking Russian?Why is it that such creative forms of"
neutral_control,happy,5,9,0,t0_only,0.0,-0.2931530475616455,-90.17023468017578,"Is it possible to conceive of the USA without the ever present volcanoes?How do the countries of Africa, South America and the Middle East depend on the US?How do"
neutral_control,happy,5,10,0,t0_only,0.0,-0.2956027686595917,-89.93128204345703,"A fire is warmer than a fire?How much of a bee can land on a human being?Why has New Zealand, Canada and Australia all lost their winter weather?How"
neutral_control,calm,5,0,0,t0_only,0.0,-0.36861854791641235,-121.74681854248047,"The truck was administered a special test before it proceeded with the load — it was checked for cracks, spills and gas leaks. The truck was then placed in a steel tank that"
neutral_control,calm,5,1,0,t0_only,0.0,-0.36779940128326416,-121.69271087646484,"A tortilla salad!<|endoftext|>In the wake of last week's terrorist attack in Manchester, and speculation about the UK's new role in the EU, some have suggested the UK"
neutral_control,calm,5,2,0,t0_only,0.0,-0.3737913966178894,-120.75679016113281,"While this is an extremely important issue for many people, we now know that water causes the seven day freezing point of water in the atmosphere. Having said that, this"
neutral_control,calm,5,3,0,t0_only,0.0,-0.3360360860824585,-103.73944091796875,"<|endoftext|>Blog Ever since Donald Trump's surprising triumph last week in the US presidential election, the media's focus has been on the back and forth between the Democrat and the Republican Party"
neutral_control,calm,5,4,0,t0_only,0.0,-0.3434586524963379,-106.73783111572266,"Looking back, I wish I could have linked to this blog but the link was like a third party. It's been going on for a little while and I really don't"
neutral_control,calm,5,5,0,t0_only,0.0,-0.34703758358955383,-109.56198120117188,"Is it possible to be a cultural entrepreneur, idealist, feminist or fascist?Exploring Trumpism in the context of the US electionAlmost everything I wrote prior to the election"
neutral_control,calm,5,6,0,t0_only,0.0,-0.3421527147293091,-103.76982116699219,Liberia = New Zealand websiteState is not capital of New ZealandJournalist who was arrested for anti-Islam comments in BrazilWhat's the capital of the US?Oklahoma
neutral_control,calm,5,7,0,t0_only,0.0,-0.34451472759246826,-100.5218505859375,"What's the number of 'bites' you can make from a cup of coffee?NODON, LLC, Menlo Park, CAChannel: http://www."
